nname,vname,vname_ing,syn,def,synset,add_def
skis,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
skis,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",['definition: holding the ski (skis) so it is not lying on the ground or leaning on something']
skis,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
skis,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
skis,stand_on,standing_on,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
skis,wear,wearing,"wear, bear",have on one's person,"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
skis,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
snowboard,adjust,adjusting,adjust,make correspondent or conformable,"{'id': 4, 'wid': 'v00298067', 'name': 'adjust.v.04', 'count': '2', 'syn': 'adjust', 'def': 'make correspondent or conformable', 'ex': 'A'}",[]
snowboard,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
snowboard,grind,grinding,"grate, grind",make a grating or grinding sound by rubbing together,"{'id': 2, 'wid': 'v01394464', 'name': 'grate.v.04', 'count': '3', 'syn': 'grate grind', 'def': 'make a grating or grinding sound by rubbing together', 'ex': 'g'}",[]
snowboard,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
snowboard,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
snowboard,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
snowboard,stand_on,standing_on,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
snowboard,wear,wearing,"wear, bear",have on one's person,"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
snowboard,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
spoon,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
spoon,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
spoon,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
spoon,sip,sipping,sip,drink in sips,"{'id': 1, 'wid': 'v01170687', 'name': 'sip.v.01', 'count': '7', 'syn': 'sip', 'def': 'drink in sips', 'ex': 'S'}",[]
spoon,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01170687', 'name': 'sip.v.01', 'count': '7', 'syn': 'sip', 'def': 'drink in sips', 'ex': 'S'}",[]
sports_ball,block,blocking,"parry, block, deflect",impede the movement of (an opponent or a ball),"{'id': 12, 'wid': 'v01147060', 'name': 'parry.v.01', 'count': '1', 'syn': 'parry block deflect', 'def': 'impede the movement of (an opponent or a ball)', 'ex': 'b'}",['should clearly have a person extending his body to block another person (with a ball)']
sports_ball,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
sports_ball,catch,catching,"catch, grab, take_hold_of",take hold of so as to seize or restrain or stop the motion of,"{'id': 4, 'wid': 'v01439190', 'name': 'catch.v.04', 'count': '36', 'syn': 'catch grab take_hold_of', 'def': 'take hold of so as to seize or restrain or stop the motion of', 'ex': 'C'}",[]
sports_ball,dribble,dribbling,"dribble, carry","propel, ""Carry the ball""","{'id': 3, 'wid': 'v01408760', 'name': 'dribble.v.03', 'count': '1', 'syn': 'dribble carry', 'def': 'propel, ""Carry the ball""', 'ex': 'd'}",[]
sports_ball,hit,hitting,hit,cause to move by striking,"{'id': 1, 'wid': 'v01405044', 'name': 'hit.v.01', 'count': '25', 'syn': 'hit', 'def': 'cause to move by striking', 'ex': 'h'}",[]
sports_ball,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
sports_ball,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",['should have a person holding and looking at the ball']
sports_ball,kick,kicking,kick,drive or propel with the foot,"{'id': 1, 'wid': 'v01371756', 'name': 'kick.v.01', 'count': '11', 'syn': 'kick', 'def': 'drive or propel with the foot', 'ex': []}",[]
sports_ball,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",[]
sports_ball,serve,serving,serve,put the ball into play,"{'id': 15, 'wid': 'v01077568', 'name': 'serve.v.15', 'count': '0', 'syn': 'serve', 'def': 'put the ball into play', 'ex': 'I'}",[]
sports_ball,sign,signing,"sign, subscribe",mark with one's signature; write one's name (on),"{'id': 1, 'wid': 'v00996485', 'name': 'sign.v.01', 'count': '17', 'syn': 'sign subscribe', 'def': ""mark with one's signature; write one's name (on)"", 'ex': 'S'}",[]
sports_ball,spin,spining,"whirl, birl, spin, twirl",cause to spin,"{'id': 3, 'wid': 'v02048051', 'name': 'whirl.v.02', 'count': '3', 'syn': 'whirl birl spin twirl', 'def': 'cause to spin', 'ex': 's'}",[]
sports_ball,throw,throwing,throw,propel through the air,"{'id': 1, 'wid': 'v01508368', 'name': 'throw.v.01', 'count': '53', 'syn': 'throw', 'def': 'propel through the air', 'ex': 't'}",[]
sports_ball,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01508368', 'name': 'throw.v.01', 'count': '53', 'syn': 'throw', 'def': 'propel through the air', 'ex': 't'}",[]
stop_sign,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
stop_sign,stand_under,standing_under,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
stop_sign,stop_at,stopping_at,"stop, halt","come to a halt, stop moving","{'id': 1, 'wid': 'v01860795', 'name': 'stop.v.01', 'count': '64', 'syn': 'stop halt', 'def': 'come to a halt, stop moving', 'ex': 't'}",[]
stop_sign,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01860795', 'name': 'stop.v.01', 'count': '64', 'syn': 'stop halt', 'def': 'come to a halt, stop moving', 'ex': 't'}",[]
suitcase,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
suitcase,drag,dragging,drag,"pull, as against a resistance","{'id': 1, 'wid': 'v01453433', 'name': 'drag.v.01', 'count': '16', 'syn': 'drag', 'def': 'pull, as against a resistance', 'ex': 'H'}",[]
suitcase,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
suitcase,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
suitcase,load,loading,load,(a person/worker) put (the target object) on a structure or conveyance,"{'id': 4, 'wid': 'v01612084', 'name': 'load.v.04', 'count': '0', 'syn': 'load', 'def': 'put (something) on a structure or conveyance', 'ex': 'l'}",['load the suitcase on to something']
suitcase,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
suitcase,pack,packing,pack,arrange in a container,"{'id': 1, 'wid': 'v01482449', 'name': 'pack.v.01', 'count': '11', 'syn': 'pack', 'def': 'arrange in a container', 'ex': 'p'}",[]
suitcase,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",['holding up the suitcase so it is not touching the ground']
suitcase,zip,zipping,"zip_up, zipper, zip",close with a zipper,"{'id': 1, 'wid': 'v01353670', 'name': 'zip_up.v.01', 'count': '1', 'syn': 'zip_up zipper zip', 'def': 'close with a zipper', 'ex': 'Z'}",[]
suitcase,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01353670', 'name': 'zip_up.v.01', 'count': '1', 'syn': 'zip_up zipper zip', 'def': 'close with a zipper', 'ex': 'Z'}",[]
surfboard,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
surfboard,drag,dragging,drag,"pull, as against a resistance","{'id': 1, 'wid': 'v01453433', 'name': 'drag.v.01', 'count': '16', 'syn': 'drag', 'def': 'pull, as against a resistance', 'ex': 'H'}",[]
surfboard,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
surfboard,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
surfboard,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
surfboard,lie_on,lying_on,lie,"be lying, be prostrate; be in a horizontal position","{'id': 2, 'wid': 'v01547001', 'name': 'lie.v.02', 'count': '58', 'syn': 'lie', 'def': 'be lying, be prostrate; be in a horizontal position', 'ex': 'T'}",[]
surfboard,load,loading,load,(a person/worker) put (the target object) on a structure or conveyance,"{'id': 4, 'wid': 'v01612084', 'name': 'load.v.04', 'count': '0', 'syn': 'load', 'def': 'put (something) on a structure or conveyance', 'ex': 'l'}",[]
surfboard,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
surfboard,stand_on,standing_on,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
surfboard,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
surfboard,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
surfboard,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
teddy_bear,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
teddy_bear,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
teddy_bear,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
teddy_bear,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
teddy_bear,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
tennis_racket,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
tennis_racket,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
tennis_racket,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
tennis_racket,swing,swinging,swing,"move in a curve or arc, usually with the intent of hitting","{'id': 1, 'wid': 'v02087745', 'name': 'swing.v.01', 'count': '35', 'syn': 'swing', 'def': 'move in a curve or arc, usually with the intent of hitting', 'ex': 'H'}",[]
tennis_racket,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02087745', 'name': 'swing.v.01', 'count': '35', 'syn': 'swing', 'def': 'move in a curve or arc, usually with the intent of hitting', 'ex': 'H'}",[]
tie,adjust,adjusting,adjust,make correspondent or conformable,"{'id': 4, 'wid': 'v00298067', 'name': 'adjust.v.04', 'count': '2', 'syn': 'adjust', 'def': 'make correspondent or conformable', 'ex': 'A'}",[]
tie,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
tie,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
tie,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",['should clearly have a person looking at the tie']
tie,pull,pulling,pull,apply force so as to cause motion towards the source of the motion,"{'id': 4, 'wid': 'v01609287', 'name': 'pull.v.04', 'count': '3', 'syn': 'pull', 'def': 'apply force so as to cause motion towards the source of the motion', 'ex': 'P'}",[]
tie,tie,tying,tie,form a knot or bow in,"{'id': 5, 'wid': 'v00141632', 'name': 'tie.v.05', 'count': '1', 'syn': 'tie', 'def': 'form a knot or bow in', 'ex': 't'}",[]
tie,wear,wearing,"wear, bear",have on one's person,"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
tie,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
toaster,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
toaster,operate,operating,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",['the toaster should be functioning']
toaster,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
toaster,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
toilet,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
toilet,flush,flushing,"flush, scour, purge","rinse, clean, or empty with a liquid","{'id': 5, 'wid': 'v00455529', 'name': 'flush.v.05', 'count': '0', 'syn': 'flush scour purge', 'def': 'rinse, clean, or empty with a liquid', 'ex': 'f'}",[]
toilet,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
toilet,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
toilet,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
toilet,stand_on,standing_on,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
toilet,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
toilet,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
toothbrush,brush_with,brushing_with,brush,"rub with a brush, or as if with a brush","{'id': 1, 'wid': 'v01243809', 'name': 'brush.v.01', 'count': '11', 'syn': 'brush', 'def': 'rub with a brush, or as if with a brush', 'ex': 'J'}",[]
toothbrush,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
toothbrush,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
toothbrush,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
traffic_light,install,installing,"install, instal, put_in, set_up",set up for use,"{'id': 1, 'wid': 'v01569566', 'name': 'install.v.01', 'count': '37', 'syn': 'install instal put_in set_up', 'def': 'set up for use', 'ex': 'i'}",[]
traffic_light,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
traffic_light,stand_under,standing_under,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",['the person should be standing right under the traffic light']
traffic_light,stop_at,stopping_at,"stop, halt","come to a halt, stop moving","{'id': 1, 'wid': 'v01860795', 'name': 'stop.v.01', 'count': '64', 'syn': 'stop halt', 'def': 'come to a halt, stop moving', 'ex': 't'}",['the person (car) should stop at the red light']
traffic_light,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01860795', 'name': 'stop.v.01', 'count': '64', 'syn': 'stop halt', 'def': 'come to a halt, stop moving', 'ex': 't'}",[]
truck,direct,directing,"lead, take, direct, conduct, guide",to show or point out the way for; directing the traffic of,"{'id': 5, 'wid': 'v01999798', 'name': 'lead.v.01', 'count': '131', 'syn': 'lead take direct conduct guide', 'def': 'take somebody somewhere', 'ex': 'W'}",[]
truck,drive,driving,drive,operate or control a vehicle,"{'id': 1, 'wid': 'v01930874', 'name': 'drive.v.01', 'count': '56', 'syn': 'drive', 'def': 'operate or control a vehicle', 'ex': 'd'}",[]
truck,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",['should clearly see a person checking the part(s) of the truck']
truck,load,loading,"load, lade, laden, load_up",(a person/worker) put things in/on (the target object),"{'id': 1, 'wid': 'v01489989', 'name': 'load.v.01', 'count': '9', 'syn': 'load lade laden load_up', 'def': 'fill or place a load on', 'ex': 'l'}",[]
truck,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
truck,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
truck,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
truck,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
truck,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
umbrella,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
umbrella,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
umbrella,lose,losing,lose,"fail to keep or to maintain; cease to have, either physically or in an abstract sense","{'id': 1, 'wid': 'v02287789', 'name': 'lose.v.01', 'count': '123', 'syn': 'lose', 'def': 'fail to keep or to maintain; cease to have, either physically or in an abstract sense', 'ex': 'S'}",[]
umbrella,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
umbrella,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
